City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
466,Ha Giang,VN,22.8333,104.9833,69.26,96,83,2.48,broken clouds
467,Moose Factory,CA,51.2585,-80.6094,26.6,86,90,11.5,light snow
468,Poya,NC,-21.35,165.15,81.68,64,90,5.3,overcast clouds
469,Teguise,ES,29.0605,-13.564,64.4,72,75,12.66,broken clouds
470,Buraydah,SA,26.326,43.975,60.8,48,0,5.75,dust
471,Tome,CL,-36.6167,-72.95,59.0,82,75,8.05,broken clouds
472,Hillsborough,US,37.5741,-122.3794,57.0,62,75,18.41,broken clouds
473,Otjimbingwe,NA,-22.35,16.1333,74.91,41,76,1.77,broken clouds
474,Estancia,BR,-11.2683,-37.4383,82.4,65,20,13.8,few clouds
475,Saint George,US,37.1041,-113.5841,51.01,66,1,4.61,clear sky
476,Kasongo-Lunda,CD,-6.4667,16.8167,72.09,91,99,0.38,light rain
477,Egvekinot,RU,66.3167,-179.1667,26.24,97,100,16.37,snow
478,Fort Smith,US,35.3859,-94.3986,68.0,68,90,13.8,overcast clouds
479,Ayagoz,KZ,47.9714,80.4392,-3.41,85,100,18.72,overcast clouds
480,Inhambane,MZ,-23.865,35.3833,75.33,82,18,10.04,few clouds
481,Yenagoa,NG,4.9247,6.2642,79.21,86,100,4.18,overcast clouds
482,Waconia,US,44.8508,-93.7869,57.0,44,53,4.0,broken clouds
483,Abeche,TD,13.8292,20.8324,85.32,13,62,19.73,broken clouds
484,Jizan,SA,17.3333,42.6667,82.4,65,4,3.44,clear sky
485,Mosjoen,NO,65.836,13.1908,35.6,69,90,1.14,overcast clouds
486,Tamandare,BR,-8.7597,-35.1047,79.02,78,55,8.84,broken clouds
487,Matiri,TZ,-10.75,34.9,60.53,95,78,3.2,broken clouds
488,Khani,GE,41.9563,42.9566,42.8,56,0,24.16,clear sky
489,Sampit,ID,-2.5333,112.95,73.51,97,46,1.7,scattered clouds
490,Emerald,AU,-23.5333,148.1667,80.6,69,1,8.05,clear sky
491,Itoman,JP,26.1247,127.6694,66.2,72,75,10.36,broken clouds
492,Uchaly,RU,54.2996,59.4521,-0.98,71,0,4.92,clear sky
493,Labrea,BR,-7.2586,-64.7981,80.06,75,54,1.57,broken clouds
494,Chaozhou,CN,23.6651,116.6379,62.6,82,75,4.47,broken clouds
495,Naze,JP,28.3667,129.4833,62.6,67,75,6.91,broken clouds
496,Pitkyaranta,RU,61.5734,31.4792,31.96,98,100,7.74,overcast clouds
497,Eenhana,NA,-17.4667,16.3333,69.93,68,90,7.25,overcast clouds
498,Mackay,AU,-21.15,149.2,81.0,83,41,6.91,scattered clouds
499,Masuguru,TZ,-11.3667,38.4167,70.75,95,100,3.18,overcast clouds
500,Werda,BW,-25.2667,23.2833,73.51,45,19,8.77,few clouds
501,Mineiros,BR,-17.5694,-52.5511,70.34,90,79,5.14,light rain
502,Januaria,BR,-15.4833,-44.3667,72.7,71,3,1.99,clear sky
503,Chapais,CA,49.7834,-74.8492,14.0,73,90,9.22,light snow
504,Kitui,KE,-1.367,38.0106,62.65,86,51,3.04,broken clouds
505,Riviere-Au-Renard,CA,48.9957,-64.3971,24.8,50,20,19.57,few clouds
506,Turukhansk,RU,65.8167,87.9833,-26.97,98,60,8.46,broken clouds
507,Predejane,RS,42.8294,22.1311,41.0,87,0,1.14,clear sky
508,Bathsheba,BB,13.2167,-59.5167,78.8,69,20,12.66,few clouds
509,Novopskov,UA,49.5464,39.0899,30.0,96,94,9.44,light snow
510,Tessalit,ML,20.1986,1.0114,66.09,38,9,7.18,clear sky
511,Sao Miguel Do Araguaia,BR,-13.275,-50.1628,75.13,86,100,3.4,overcast clouds
512,Sola,VU,-13.8833,167.55,84.2,89,90,10.33,overcast clouds
513,Granja,BR,-3.1203,-40.8261,74.71,95,49,4.72,scattered clouds
514,Monrovia,LR,6.3005,-10.7969,77.0,94,75,8.12,broken clouds
515,Tayginka,RU,55.6244,60.5076,6.89,78,0,7.99,clear sky
516,Aranos,NA,-24.1333,19.1167,75.06,45,1,12.66,clear sky
517,Lysva,RU,58.1086,57.8053,8.04,94,99,9.91,overcast clouds
518,Broome,US,42.2506,-75.833,37.99,30,1,13.8,clear sky
519,Wamba,NG,8.9333,8.6,81.25,55,68,0.63,light rain
520,Faya,SA,18.3851,42.4509,66.2,48,1,4.03,haze
521,Mackenzie,CA,55.2999,-123.1698,44.6,53,90,11.5,overcast clouds
522,Malakal,SS,9.5334,31.6605,86.54,23,72,4.07,broken clouds
523,Armeria,MX,18.9333,-103.9667,86.0,42,1,11.5,clear sky
524,Zyryanovsk,KZ,49.7386,84.2719,-13.18,98,54,0.51,broken clouds
525,Cuamba,MZ,-14.8031,36.5372,68.88,99,100,1.7,moderate rain
526,Talara,PE,-4.5772,-81.2719,84.2,65,0,10.36,clear sky
527,Lithakia,GR,37.7167,20.8333,50.0,93,20,3.44,few clouds
528,Waingapu,ID,-9.6567,120.2641,79.39,84,61,2.19,broken clouds
529,Sarkand,KZ,45.41,79.9186,24.08,92,100,2.8,light snow
530,Neryungri,RU,56.6709,124.6491,16.41,95,100,0.11,light snow
531,Vanderhoof,CA,54.0166,-124.0198,47.84,73,100,12.3,overcast clouds
532,Narsaq,GL,60.9167,-46.05,24.8,54,90,3.44,overcast clouds
533,Hofn,IS,64.2539,-15.2082,34.29,55,98,15.01,overcast clouds
534,Jinchang,CN,38.4953,102.1739,48.83,24,100,8.79,overcast clouds
535,Kaspiyskiy,RU,45.3929,47.3707,29.86,65,50,13.2,scattered clouds
536,Kattivakkam,IN,13.2167,80.3167,75.2,88,20,3.44,mist
537,Goure,NE,13.9835,10.2704,83.3,12,0,12.8,clear sky
538,Thabazimbi,ZA,-24.5917,27.4116,65.37,52,0,4.97,clear sky
539,Pierre,US,44.3683,-100.351,48.2,57,75,4.61,broken clouds
540,Marzuq,YE,14.4,46.4667,60.21,38,19,5.59,few clouds
541,Kodinsk,RU,58.6881,99.1844,4.57,94,59,9.89,broken clouds
542,Takoradi,GH,4.8845,-1.7554,80.64,82,100,9.53,overcast clouds
543,Miranda De Ebro,ES,42.6865,-2.947,46.99,81,40,4.61,scattered clouds
544,Angra Dos Reis,BR,-23.0067,-44.3181,80.6,78,75,5.75,broken clouds
545,Brigantine,US,39.4101,-74.3646,50.0,18,1,13.8,clear sky
546,Krasnoselkup,RU,65.7,82.4667,-20.58,80,44,12.75,scattered clouds
547,Shirvan,AZ,39.9509,48.8994,35.04,77,76,0.43,broken clouds
548,San Lorenzo,PY,-25.3333,-57.5333,87.8,40,17,11.5,few clouds
549,Alyangula,AU,-13.8483,136.4192,77.0,100,63,3.44,broken clouds
550,Arlit,NE,18.7369,7.3853,73.8,12,71,7.7,broken clouds
551,Korla,CN,41.7597,86.1469,46.35,40,29,1.07,scattered clouds
552,Lusaka,ZM,-15.4067,28.2871,68.0,88,0,2.3,clear sky
553,Fort Collins,US,40.5853,-105.0844,34.0,86,90,6.91,snow
554,Tabou,CI,4.423,-7.3528,78.91,86,100,9.4,moderate rain
555,Baykit,RU,61.67,96.37,4.28,91,100,10.92,overcast clouds
556,Koumac,NC,-20.5667,164.2833,81.23,66,98,3.67,overcast clouds
557,Gao,ML,16.6362,1.637,73.13,24,0,9.73,clear sky
558,Keetmanshoop,NA,-26.5833,18.1333,71.6,49,33,11.5,scattered clouds
559,Medvezhyegorsk,RU,62.9167,34.4667,33.22,97,99,8.08,snow
560,Loandjili,CG,-4.7561,11.8578,82.4,83,75,6.91,broken clouds
561,Lillehammer,NO,61.1146,10.4674,27.0,93,100,0.92,overcast clouds
562,Negombo,LK,7.2083,79.8358,77.0,88,20,2.3,few clouds
563,Kailua,US,21.4022,-157.7394,73.4,78,40,12.66,scattered clouds
564,Ahualulco,MX,22.4,-101.1667,86.0,17,1,5.75,clear sky
565,Shirokiy,RU,49.758,129.523,24.51,86,60,7.99,broken clouds
566,Baytown,US,29.7355,-94.9774,77.0,77,54,3.0,broken clouds
567,Nantucket,US,41.2835,-70.0995,41.0,60,1,16.11,clear sky
568,Placerville,US,38.7296,-120.7986,61.0,47,1,5.75,clear sky
569,Maarianhamina,AX,60.0973,19.9348,32.0,100,90,3.44,overcast clouds
570,Greymouth,NZ,-42.4667,171.2,65.37,61,7,3.6,clear sky
571,Pangkalanbuun,ID,-2.6833,111.6167,73.26,95,43,2.19,light rain
572,Eravur,LK,7.7733,81.6095,77.58,86,39,7.7,scattered clouds
573,Olafsvik,IS,64.8945,-23.7142,28.56,68,63,12.77,broken clouds
574,Cuenca,EC,-2.8833,-78.9833,62.6,67,75,9.22,moderate rain
575,Dickinson,US,29.4608,-95.0513,77.0,61,40,20.71,scattered clouds
576,Tarnogskiy Gorodok,RU,60.4997,43.5761,20.98,90,100,10.33,overcast clouds
577,Chicama,PE,-7.8447,-79.1469,73.4,83,20,8.05,few clouds
578,Joshimath,IN,30.5667,79.5667,47.98,18,0,6.87,clear sky
579,Puerto Escondido,MX,15.85,-97.0667,84.2,74,20,8.05,few clouds
580,Bengkulu,ID,-3.8004,102.2655,75.74,79,99,3.87,overcast clouds
581,Vostok,RU,46.4856,135.8833,27.41,75,53,1.61,broken clouds
582,Wolgast,DE,54.05,13.7667,41.0,85,100,5.01,light rain
583,Taltal,CL,-25.4,-70.4833,66.99,87,25,5.37,scattered clouds
584,Nivala,FI,63.9167,24.9667,28.99,94,99,5.06,overcast clouds
585,Udachnyy,RU,66.4167,112.4,1.35,87,89,12.84,overcast clouds
586,Barguzin,RU,53.6167,109.6167,29.14,91,100,7.38,overcast clouds
587,Zaraza,VE,9.3503,-65.3245,78.89,69,100,8.48,overcast clouds
588,Druzhba,UA,52.0428,33.9453,32.79,94,100,14.83,overcast clouds
589,Razole,IN,16.4833,81.8333,66.49,91,0,2.57,clear sky
590,Caravelas,BR,-17.7125,-39.2481,75.81,81,0,5.68,clear sky
591,Xifeng,CN,42.7372,124.7222,36.97,86,0,3.62,clear sky
592,Marystown,CA,47.1666,-55.1483,28.02,72,96,17.38,overcast clouds
593,Obigarm,TJ,38.7173,69.7088,38.19,99,100,8.9,moderate rain
594,Poyarkovo,RU,49.6,128.6833,27.54,81,45,4.52,scattered clouds
595,Sao Joao Da Barra,BR,-21.6403,-41.0511,76.51,87,77,12.03,broken clouds
596,Skeldon,GY,5.8833,-57.1333,74.08,89,68,4.03,broken clouds
597,Kingman,US,35.1894,-114.053,48.2,46,90,17.27,overcast clouds
598,Hutchinson,US,38.0608,-97.9298,57.99,94,90,11.5,overcast clouds
599,Tosya,TR,41.0155,34.0401,39.22,58,77,1.21,broken clouds
600,Mehran,IR,33.1222,46.1646,39.2,100,20,2.3,fog
601,Husainabad,IN,24.5333,84.0167,67.42,49,0,5.53,clear sky
602,San-Pedro,CI,4.7485,-6.6363,79.63,84,100,9.15,light rain
603,Dabola,GN,10.75,-11.1167,77.9,22,36,1.59,scattered clouds
604,Cameta,BR,-2.2444,-49.4958,77.02,89,100,5.12,overcast clouds
605,Dawson Creek,CA,55.7666,-120.2362,33.8,80,1,6.91,clear sky
606,Belmonte,BR,-15.8631,-38.8828,78.8,73,0,10.36,clear sky
607,Wheeling,US,42.1392,-87.929,59.0,28,40,6.91,scattered clouds
608,Praia Da Vitoria,PT,38.7333,-27.0667,60.01,94,75,22.93,broken clouds
609,Shache,CN,38.4167,77.2406,45.46,36,98,2.95,overcast clouds
610,Constantine,DZ,36.365,6.6147,44.6,93,0,5.75,clear sky
611,Derzhavinsk,KZ,51.1,66.3167,-8.19,94,0,2.57,clear sky
612,Beitbridge,ZW,-22.2167,30.0,72.55,72,12,7.67,few clouds
613,Balabac,PH,7.9868,117.0645,79.11,85,100,8.23,overcast clouds
614,Sayaxche,GT,16.5167,-90.1667,81.93,61,16,6.42,few clouds
615,Samana,DO,19.2056,-69.3369,78.8,89,40,4.61,scattered clouds
616,Lagoa,PT,39.05,-27.9833,60.06,84,27,27.42,scattered clouds
617,Bandarbeyla,SO,9.4942,50.8122,77.43,80,46,8.55,scattered clouds
618,Wasilla,US,61.5814,-149.4394,19.0,45,1,3.44,clear sky
619,Sosnovo-Ozerskoye,RU,52.5249,111.5418,24.73,74,100,5.32,overcast clouds
620,Xinqing,CN,48.2333,129.5,27.0,69,49,4.74,scattered clouds
621,Nizhniy Baskunchak,RU,48.2198,46.8311,23.88,63,31,11.88,scattered clouds
622,Mahuva,IN,21.0914,71.7622,74.84,42,0,10.42,clear sky
623,Vallenar,CL,-28.5708,-70.7581,69.78,59,0,4.79,clear sky
624,Rabo De Peixe,PT,37.8,-25.5833,59.0,100,75,16.11,broken clouds
625,Rio De Janeiro,BR,-22.9028,-43.2075,80.6,94,75,6.91,broken clouds
626,Thap Than,TH,15.4606,99.8917,80.01,99,21,4.7,few clouds
627,Dongsheng,CN,39.8161,109.9776,41.81,87,86,18.19,overcast clouds
628,Dhemaji,IN,27.4833,94.5833,68.31,74,95,2.68,overcast clouds
629,Ambilobe,MG,-13.2,49.05,74.32,94,95,1.97,light rain
630,Sulangan,PH,11.1373,123.7228,80.17,80,86,8.08,overcast clouds
631,Penzance,GB,50.1186,-5.5371,44.01,75,20,18.41,few clouds
632,Babaeski,TR,41.4325,27.0931,42.35,92,0,2.91,clear sky
633,Brownsville,US,25.9018,-97.4975,80.6,57,20,26.46,few clouds
634,Durazno,UY,-33.4131,-56.5006,68.4,42,0,11.63,clear sky
635,Santa Cruz Del Norte,CU,23.1539,-81.9236,80.6,57,20,13.8,few clouds
636,Tabat,ID,-2.635,115.2274,74.39,95,80,0.56,broken clouds
637,Williamsburg,US,37.2707,-76.7075,53.6,40,1,5.75,clear sky
638,Karpinsk,RU,59.7654,60.0085,9.7,90,26,7.09,scattered clouds
639,Jawa,JO,31.8525,35.9393,48.2,81,0,0.92,clear sky
640,Dudinka,RU,69.4058,86.1778,-16.19,96,100,13.56,overcast clouds
641,Shitanjing,CN,39.2342,106.3439,47.12,36,100,7.36,overcast clouds
642,Hopelchen,MX,19.7667,-89.85,84.2,58,40,17.27,scattered clouds
643,Chillicothe,US,39.3331,-82.9824,48.99,39,1,5.75,clear sky
644,Biltine,TD,14.5333,20.9167,84.76,13,16,18.28,few clouds
645,Raudeberg,NO,61.9875,5.1352,41.0,76,93,13.87,overcast clouds
646,Sechura,PE,-5.5569,-80.8222,83.37,56,0,15.39,clear sky
647,Westport,US,41.1415,-73.3579,45.0,39,1,14.97,clear sky
648,Resplendor,BR,-19.3256,-41.2553,71.8,80,0,0.13,clear sky
649,La Palma,US,33.8464,-118.0467,66.0,63,20,12.66,few clouds
650,Port Blair,IN,11.6667,92.75,78.71,75,15,4.59,few clouds
651,La Rioja,ES,42.25,-2.5,52.0,66,90,6.91,overcast clouds
652,Cefalu,IT,38.0386,14.0229,54.0,76,6,4.0,clear sky
653,Winnemucca,US,40.973,-117.7357,55.4,16,1,4.61,clear sky
654,Gusau,NG,12.1628,6.6614,80.08,16,2,8.5,clear sky
655,Maine-Soroa,NE,13.2114,12.0241,85.77,8,30,7.02,scattered clouds
656,Mayo,US,38.8876,-76.5119,48.2,31,1,8.05,clear sky
657,Haldensleben,DE,52.2891,11.4098,41.0,77,73,19.98,broken clouds
658,Sibolga,ID,1.7427,98.7792,75.56,90,100,4.38,overcast clouds
659,Velizh,RU,55.6056,31.1967,33.62,96,100,7.47,light snow
660,Piracuruca,BR,-3.9281,-41.7092,74.46,95,70,4.74,broken clouds
661,Abha,SA,18.2164,42.5053,66.2,48,6,4.09,haze
662,Lima,PE,-12.0432,-77.0282,77.0,73,0,10.36,clear sky
663,Jumla,NP,29.2747,82.1838,38.66,59,0,3.49,clear sky
664,Rivera,UY,-30.9053,-55.5508,76.21,55,82,2.28,broken clouds
665,Suluq,LY,31.6682,20.2521,59.49,46,100,3.13,overcast clouds
666,Sabla,NG,12.7525,4.7077,81.54,16,32,7.45,scattered clouds
667,Kudahuvadhoo,MV,2.6708,72.8944,82.92,73,23,10.31,moderate rain
668,Bodden Town,KY,19.2833,-81.25,78.8,73,40,13.8,scattered clouds
669,Buchanan,LR,5.8808,-10.0467,77.0,94,75,7.74,light rain
670,Port-Gentil,GA,-0.7193,8.7815,78.8,94,20,3.44,few clouds
671,Gornopravdinsk,RU,60.05,69.9,9.27,96,63,7.31,broken clouds
672,Khorramabad,IR,33.4878,48.3558,43.39,79,15,1.3,few clouds
673,Ulety,RU,51.3572,112.4849,26.38,72,100,2.01,overcast clouds
674,Kungurtug,RU,50.5994,97.5228,-0.29,61,100,15.1,overcast clouds
675,Contadero,CO,0.907,-77.5473,54.64,94,99,4.32,light rain
676,Rudbar,AF,30.15,62.6,54.59,33,0,11.39,clear sky
677,Puerto Ayacucho,VE,5.6639,-67.6236,80.38,72,100,5.35,overcast clouds
678,Mnogovershinnyy,RU,53.9353,139.9242,23.99,90,60,9.95,broken clouds
679,Fenoarivo,MG,-18.933,47.4354,60.8,88,20,5.75,few clouds
680,Tefe,BR,-3.3542,-64.7114,82.4,78,20,3.44,few clouds
681,Kirensk,RU,57.7853,108.1119,8.69,94,100,4.83,overcast clouds
682,Yuryev-Polskiy,RU,56.5,39.6833,22.93,93,93,13.29,overcast clouds
683,Pemangkat,ID,1.1667,108.9667,76.01,89,74,5.48,broken clouds
684,Punta Alta,AR,-38.8759,-62.0736,73.81,46,1,14.63,clear sky
685,Vanimo,PG,-2.6741,141.3028,80.92,83,96,3.62,overcast clouds
686,Beinamar,TD,8.6698,15.3813,88.12,34,92,5.28,overcast clouds
687,Neustadt,DE,49.7117,12.0872,41.0,75,75,6.91,broken clouds
688,Kabalo,CD,-6.05,26.9167,70.3,96,95,4.14,light rain
689,Elizabeth City,US,36.2946,-76.2511,52.0,53,1,6.91,clear sky
690,Baculin,PH,7.4525,126.5842,79.5,81,25,5.08,light rain
691,Adrar,MR,20.5022,-10.0711,68.58,14,0,8.97,clear sky
692,Diego De Almagro,CL,-26.3667,-70.05,68.76,47,0,6.33,clear sky
693,Verkhnyaya Inta,RU,65.9811,60.3094,10.45,92,63,11.54,broken clouds
694,Senj,HR,44.9894,14.9058,53.6,82,75,11.5,broken clouds
695,Cockburn Town,TC,21.4612,-71.1419,77.0,69,40,17.27,scattered clouds
696,Yangjiang,CN,21.85,111.9667,67.41,91,1,4.05,clear sky
697,Broken Hill,AU,-31.95,141.4333,50.0,76,46,19.57,scattered clouds
698,Vogan,TG,6.3333,1.5333,80.35,80,98,3.49,moderate rain
699,Sangar,RU,63.9242,127.4739,4.96,95,100,5.7,overcast clouds
